IES;DOCENTES PERMANENTES;REFERÊNCIAS 
FAP;SANTOS, Erika Maria Monteiro ;Santos, Erika M ., Lourenço, Maria TC ., Rossi, Benedito M . Risk perception among Brazilian individuals with high risk for colorectal cancer and colonoscopy. Hereditary Cancer in Clinical Practice (Online), v. 9, p. 4, 2011.
FAP;SANTOS, Erika Maria Monteiro ;Silva, Felipe Carneiro ., Oliveira, Ligia Petrolini ., Santos, Érika Monteiro ., Nakagawa, Wilson Toshihiko ., Aguiar Junior, Samuel ., Valentin, Mev Dominguez ., Rossi, Benedito Mauro ., Oliveira Ferreira, Fábio . Frequency of extracolonic tumors in Brazilian families with Lynch syndrome: analysis of a hereditary colorectal cancer institutional registry. Familial Cancer, v. 9, p. 563-570, 2010.
FAP;SANTOS, Erika Maria Monteiro ;Aguiar Junior, Samuel ., Ferreira, Fábio de Oliveira ., Rossi, Benedito Mauro ., Santos, Érika Maria Monteiro ., Salvajoli, João Victor ., Lopes, Ademar . Neoadjuvant chemoradiation therapy for soft tissue sarcomas of the extremities. Clinics (USP. Impresso), v. 64, p. 1059-1064, 2009.
FAP;SANTOS, Erika Maria Monteiro ;Dominguez, M. V. ., BASTOS, E. P. ., SANTOS, E. M. M. ., OLIVEIRA, L. P. ., FERREIRA, F. O. ., CARRARO, D. M.., ROSSI, B. M. . Two new MLH1 germline mutations in Brazilian lynch syndrome families. International Journal of Colorectal Disease, p. x, 2008.
FAP;SANTOS, Erika Maria Monteiro ;CANDIDO, P. B. M. ., SANTOS, E. M. M. ., ROSSI, C. S. ., FERREIRA, F. O. ., NAKAGAWA, W. T. ., AGUIAR JR, S. .,LOPES, A. ., ROSSI, B. M. . Frequency of Colorectal Cancer and Extracolonic Tumors in FamiliesThat Meet Amsterdam Criteria I and II: Results From Hospital A.C. Camargo Hereditary Colorectal Cancer Registry (RHCC). Applied Cancer Research, v. 27, p. 18-22, 2007.
FAP;SOARES, Fernando Augusto ;Neto, Julio Cirullo ., Ikoma, Mariana Mari ., Carvalho, Katia Cândido ., VASSALLO, José ., De Brot, Marina ., GOBBI, Helenice ., Soares, Fernando Augusto ., Rocha, Rafael Malagoli . MGMT and PTEN as potential prognostic markers in breast cancer. Experimental and Molecular Pathology (Print), v. 92, p. 20-26, 2012.
FAP;SOARES, Fernando Augusto ;Baiocchi, Glauco ., Begnami, Maria Dirlei Ferreira Souza ., FUKAZAWA, Elza Mieko ., Surima, Walyson Silva ., Badiglian-Filho, Levon ., Costa, Felipe D Almeida ., Oliveira, Renato Almeida Rosa ., Faloppa, Carlos Chaves ., Kumagai, Lillian Yuri ., Soares, Fernando Augusto . Conservative Management of Extramammary Paget Disease With Imiquimod. Journal of Lower Genital Tract Disease, v. 16, p. 59-63, 2012.
FAP;SOARES, Fernando Augusto ;Martinho, O. ., Faloppa, C. C. ., Neto, C. S. ., Longatto-Filho, A. ., BAIOCCHI, G. ., da Cunha, I. W. ., SOARES, F. A. ., Fregnani, J. H. T. G. ., Reis, R. M. . Loss of RKIP expression during the carcinogenic evolution of endometrial cancer. Journal of Clinical Pathology, v. 65, p. 122-128, 2012.
FAP;SOARES, Fernando Augusto ;Begnami, Maria D ., Fregnani, JosÃ Humberto T G ., BRENTANI, Helena ., Torres, Cesar ., Costa Jr, Wilson Luiz ., MONTAGNINI, Andre ., Nonogaki, Suely ., Soares, Fernando A . Identification of protein expression signatures in gastric carcinomas using clustering analysis. Journal of Gastroenterology and Hepatology, v. 27, p. 378-384, 2012.
FAP;SOARES, Fernando Augusto ;Bitu, Caroline C ., Carrera, Manoela ., Lopes, Marcio A ., Kowalski, Luiz Paulo ., Soares, Fernando A ., Coletta, Ricardo D . HOXB7 expression is a prognostic factor for oral squamous cell carcinoma. Histopathology (Oxford. Print), v. 60, p. 662-665, 2012.
FAP;SOARES, Fernando Augusto ;Bitu, Carolina ., Destro, Maria ., Carrera, Manoela ., Silva, Sabrina ., Graner, Edgard ., Kowalski, Luiz Paulo ., Soares, Fernando ., Coletta, Ricardo D. . HOXA1 is overexpressed in oral squamous cell carcinomas and its expression is correlated with poor prognosis. BMC Cancer (Online), v. 12, p. 146, 2012.
FAP;SOARES, Fernando Augusto ;De Carvalho, Ana Carolina ., Kowalski, Luiz Paulo ., Campos, AntÃ´nio Hugo JosÃ FrÃ es Marques ., Soares, Fernando Augusto ., Carvalho, AndrÃ Lopes ., Vettore, AndrÃ Luiz . Clinical significance of molecular alterations in histologically negative surgical margins of head and neck cancer patients. Oral Oncology (1997), v. 48, p. 240-248, 2012.
FAP;SOARES, Fernando Augusto ;Serra, Katia Piton ., Sarian, Luis Otavio ., Rodrigues-Peres, Raquel Mary ., Vassallo, JosÃ ., Soares, Fernando Augusto ., Pinto, Glauce Aparecida ., da Cunha, Isabela Werneck ., Shinzato, Julia Yoriko ., Derchain, Sophie F.M. . Expression of cyclooxygenase-2 (COX-2) and p53 in neighboring invasive and in situ components of breast tumors. Acta Histochemica (Print), v. 114, p. 226-231, 2012.
FAP;SOARES, Fernando Augusto ;Rocha, Rafael Malagoli ., IgnÃ cio, Julianna Alves ., JordÃ n, JosÃ ., CARRARO, Dirce Maria ., Lisboa, Bianca ., Lopes, Ademar ., Carvalho, KÃ tia CÃ ndido ., da Cunha, Isabela Werneck ., Cubilla, AntÃ´nio ., GuimarÃ es, Gustavo Cardoso ., Vassallo, JosÃ ., Soares, Fernando Augusto . A clinical, pathologic, and molecular study of p53 and murine double minute 2 in penile carcinogenesis and its relation to prognosis. Human Pathology (Print), v. 43, p. 481-488, 2012.
FAP;SOARES, Fernando Augusto ;de SÃ , Vanessa Karen ., Olivieri, EloÃ­ ., Parra, Edwin Roger ., Ab& ., Takagaki, Teresa ., Soares, Fernando Augusto ., Carraro, Dirce ., Carvalho, Lina ., Capelozzi, Vera Luiza . Hyaluronidase splice variants are associated with histology and outcome in adenocarcinoma and squamous cell carcinoma of the lung. Human Pathology (Print), v. 43, p. 675-683, 2012.
FAP;SOARES, Fernando Augusto ;De Brot, Marina ., Rocha, Rafael M. ., Soares, Fernando A. ., GOBBI, Helenice . Prognostic impact of the cancer stem cell related markers ALDH1 and EZH2 in triple negative and basal-like breast cancers. Pathology, v. 44, p. 303-312, 2012.
FAP;SOARES, Fernando Augusto ;de Oliveira, Guilherme A.P. ., de Almeida, MÃ´nica P. ., Soares, Fernando A. ., de Almeida Filho, Gutemberg L. ., Takiya, Christina M. ., Otazu, Ivone B. ., Nasciutti, Luiz E. . Metalloproteinases 2 and 9 and their tissue inhibitors 1 and 2 are increased in vulvar lichen sclerosus. European Journal of Obstetrics, Gynecology, and Reproductive Biology, v. 161, p. 96-101, 2012.
FAP;SOARES, Fernando Augusto ;Cunha, L. L. ., Morari, E. C. ., Guihen, A. C. T. ., Razolli, D. ., GERHARD, R. ., Nonogaki, S. ., SOARES, F. A., Fernando A Soares, Soares F ., Vassallo, J. ., Ward, L. S. . Infiltration of a mixture of different immune cells may be related to molecular profile of differentiated thyroid cancer. Endocrine-Related Cancer, v. 19, p. L31-L36, 2012.
FAP;SOARES, Fernando Augusto ;Senz-Abuázar C ., Ferreira, Elisa Napolitano e ., Osório, C.A.B.T. ., KREPISCHI, A. C. ., RICCA, T. ., CUNHA, I. W. ., Maciel, M.S. ., ROSEMBERG, S ., BRENTANI, M M ., SOARES, F ., ROCHA, R. M. ., CARRARO, D. M. . Down-regulation of ANAPC13 and CLTCL1: Early Events in the Progression of Preinvasive Ductal Carcinoma of the Bre. Translational Oncology (Online), v. 6, p. 113-123, 2012.
FAP;SOARES, Fernando Augusto ;Campos, Antonio Hugo Jose Froes Marques ., Silva, Andre Abreu ., Mota, Louise Danielle de Carvalho ., Olivieri, Eloisa Ribeiro ., Prescinoti, Vera Cristina ., PatrÃ o, Diogo ., CAMARGO, Luiz Paulo ., BRENTANI, Helena ., CARRARO, Dirce Maria ., BRENTANI, Ricardo Renzo ., Soares, Fernando Augusto . The Value of a Tumor Bank in the Development of Cancer Research in Brazil: 13 Years of Experience at the A C Camargo Hospital. Biopreservation and Biobanking, v. 10, p. 168-173, 2012.
FAP;SOARES, Fernando Augusto ;ZEQUI, STÊNIO DE CÁSSIO ., Guimarães, Gustavo Cardoso ., DA FONSECA, FRANCISCO PAULO ., FERREIRA, UBIRAJARA ., DE MATHEUS, WAGNER EDUARDO ., REIS, LEONARDO OLIVEIRA ., AITA, GIULIANO AMORIM ., GLINA, SIDNEY ., FANNI, VICTOR SILVESTRE SOARES ., PEREZ, MARJO DENISSON CARDENUTO ., GUIDONI, LUIZ RENATO MONTEZ ., ORTIZ, VALDEMAR ., NOGUEIRA, LUCAS ., DE ALMEIDA ROCHA, LUIS CARLOS ., CUCK, GUSTAVO ., DA COSTA, WALTER HENRIQUES ., MONIZ, RAVENDRA RYAN ., DANTAS JR., JOSÉ HIPÓLITO .,SOARES, FERNANDO AUGUSTO ., Lopes, Ademar . Sex with Animals (SWA): Behavioral Characteristics and Possible Association with Penile Cancer. A Multicenter Study. The Journal of Sexual Medicine (Print), v. 9, p. 1860-1867, 2012.
FAP;SOARES, Fernando Augusto ;Barros, Mário Henrique M. ., VERA-LOZADA, GABRIELA ., SOARES, FERNANDO A. ., NIEDOBITEK, GERALD ., Hassan, Rocio . Tumor microenvironment composition in pediatric classical Hodgkin lymphoma is modulated by age and Epstein-Barr virus infection. International Journal of Cancer (Print), v. 131, p. 1142-1152, 2012.
FAP;SOARES, Fernando Augusto ;BAIOCCHI, G. ., Begnami, M. D. ., FUKAZAWA, E. M. ., OLIVEIRA, R. A. R. ., Faloppa, C. C. ., KUMAGAI, L. Y. ., BADIGLIAN-FILHO, L. ., PELLIZZON, A. C. A. ., MAIA, M. A. C. ., JACINTO, A. A. ., SOARES, F. A. ., LOPES, A. . Prognostic value of nuclear factor B expression in patients with advanced cervical cancer undergoing radiation therapy followed by hysterectomy. Journal of Clinical Pathology, v. 65, p. 614-618, 2012.
FAP;SOARES, Fernando Augusto ;CARLOS BREGNI, ROMÁN ., NUYENS, MICHEL ., VASSALLO, José ., SOARES, FERNANDO AUGUSTO ., ROMAÑACH, MÁRIO JOSÉ ., LEÓN, JORGE ESQUICHE ., ALMEIDA, OSLEI PAES . Marginal zone lymphoma of mucosa-associated lymphoid tissue with prominent plasma cell differentiation affecting the palatine tonsil: histopathological and immunohistochemical analysis. Oral Surgery, Oral Medicine, Oral Pathology and Oral Radiology, v. 113, p. 526-532, 2012.
FAP;SOARES, Fernando Augusto ;CUNHA, LL ., MORARI, EC ., NONOGAKI, S ., SOARES, FA ., VASSALLO, J ., WARD, LS . Foxp3 expression is associated with aggressiveness in differentiated thyroid carcinomas. Clinics (USP. Impresso), v. 67, p. 483-488, 2012.
FAP;SOARES, Fernando Augusto ;BAIOCCHI, G. ., GUIMARAES, G.C. ., ROSA OLIVEIRA, R.A. ., KUMAGAI, L.Y. ., FALOPPA, C.C. ., AGUIAR, S. ., BEGNAMI, M.D. ., SOARES, F.A. ., LOPES, A. . Prognostic factors in pelvic exenteration for gynecological malignancies. European Journal of Surgical Oncology, v. 38, p. 948-954, 2012.
FAP;SOARES, Fernando Augusto ;MAIA, BEATRIZ M ., MAIA, B. M. ., LAVORATO-ROCHA, A. M. ., RODRIGUES, I. S. ., BAIOCHI, G. ., CESTARI, F. ., STIEPCICH, M. ., CHINEN, L. T. D. ., SOARES, F. ., ROCHA, R. M. ., CHINEN, LUDMILLA TD ., SOARES, FERNANDO A ., ROCHA, RAFAEL M ., RODRIGUES, IARA S ., CESTARI, FLÁVIA M ., CARVALHO, KÁTIA C ., STIEPCICH, MONICA M ., LAVORATO-ROCHA, ANDRÉ M ., Baiocchi, Glauco . Prognostic significance of c-KIT in vulvar cancer: bringing this molecular marker from bench to bedside. Journal of Translational Medicine (Online), v. 10, p. 150, 2012.
FAP;SOARES, Fernando Augusto ;SILVEIRA, G. G. ., OLIVEIRA-COSTA, J. P. ., ZANETTI, J. ., Augusto Soares, Fernando ., RIBEIRO-SILVA, A. . Relationship between B-Cell-specific moloney murine leukemia virus integration site 1 (BMI-1) and homologous recombination regulatory genes in invasive ductal breast carcinomas. Histology and Histopathology, v. 27, p. 1359-1359, 2012.
FAP;SOARES, Fernando Augusto ;SCHIAVON, BEATRIZ N. ., JASANI, BHARAT ., DE BROT, LOUISE ., VASSALLO, José ., DAMASCENA, ALINE ., CIRULLO-NETO, JULIO ., IVANILDO NEVES, JOSÉ ., AUGUSTO SOARES, FERNANDO ., GOBBI, Helenice ., MALAGOLI ROCHA, RAFAEL . Evaluation of Reliability of FISH Versus Brightfield Dual-probe In Situ Hybridization (BDISH) for Frontline Assessment of HER2 Status in Breast Cancer Samples in a Community Setting. The American Journal of Surgical Pathology, v. 36, p. 1489-1496, 2012.
FAP;SOARES, Fernando Augusto ;FANELLI, MARCELLO FERRETTI ., CHINEN, LUDMILLA T DOMINGOS ., BEGNAMI, MARIA DIRLEI ., COSTA, WILSON LUIS ., FREGNAMI, JOSÉ HUMBERTO T ., SOARES, FERNANDO A ., MONTAGNINI, ANDRÉ LUIS . The influence of transforming growth factor-a, cyclooxygenase-2, matrix metalloproteinase (MMP)-7, MMP-9 and CXCR4 proteins involved in epithelial-mesenchymal transition on overall survival of patients with gastric cancer. Histopathology (Oxford. Print), v. 61, p. 153-161, 2012.
FAP;SOARES, Fernando Augusto ;OLIVEIRA-COSTA, JOÃO PAULO ., OLIVEIRA, LUCINEI ROBERTO ., DA SILVEIRA, GIÓRGIA GOBBI ., SOAVE, DANILO FIGUEIREDO ., SOARES, FERNANDO AUGUSTO ., Ribeiro-Silva, Alfredo . Topoisomerase expression in oral squamous cell carcinoma: relationship with cancer stem cells profiles and lymph node metastasis. Journal of Oral Pathology & Medicine, v. 1, p. no-no, 2012.
FAP;SOARES, Fernando Augusto ;Cunha, Lucas Leite ., Morari, Elaine Cristina ., GUIHEN, ANA CAROLINA TRINDADE ., RAZOLLI, DANIELA ., Gerhard, Renê ., Nonogaki, Suely ., SOARES, FERNANDO AUGUSTO .,VASSALLO, José ., Ward, Laura Sterian . Infiltration Of A Mixture Of Immune Cells May Be Related To Good Prognosis In Patients With Differentiated Thyroid Carcinoma. Clinical Endocrinology (Oxford. Print), v. 77, p. n/a-n/a, 2012.
FAP;SOARES, Fernando Augusto ;ASSIS, MARIANE C. G. ., CAMPOS, ANTONIO H. F. M. ., OLIVEIRA, JOSE S. R. ., SOARES, FERNANDO A. ., SILVA, JOYCE M. K. ., SILVA, PRISCILLA B. ., PENNA, ADRIANA D. ., SOUZA, ENI M. ., BAIOCCHI, OTAVIO C. G. . Increased expression of CD4+CD25+FOXP3+ regulatory T cells correlates with Epstein Barr virus and has no impact on survival in patients with classical Hodgkin lymphoma in Brazil. Medical Oncology (Northwood), v. 00, p. 00-00, 2012.
FAP;SOARES, Fernando Augusto ;SILVEIRA, C. G. T. ., Domingues, M. A. C. ., Drigo, S. A. ., ABRAO, M. S. ., DIAS, J. A. ., SOARES, F. A. ., ROGATTO, S. R. ., COUDRY, R. A. . Common chromosomal imbalances and stemness-related protein expression markers in endometriotic lesions from different anatomical sites: the potential role of stem cells. Human Reproduction (Oxford. Print), v. /, p. /, 2012.
FAP;SOARES, Fernando Augusto ;SILVA, S.D. ., Nonogaki, S. ., SOARES, F.A. ., Kowalski, L.P. . p16 (INK4a) has clinicopathological and prognostic impact on oropharynx and larynx squamous cell carcinoma. Brazilian Journal of Medical and Biological Research on line, v. 45, p. 1327-1333, 2012.
FAP;SOARES, Fernando Augusto ;DE MELO MAIA, BEATRIZ ., MUNHOZ CESTARI, FLÁVIA ., LAVORATO-ROCHA, ANDRÉ MOURÃO ., SANT’ ., Baiocchi, Glauco ., CARDOSO GUIMARÃES, GUSTAVO ., VASSALLO, José ., STIEPCICH, MÔNICA ., SOARES, FERNANDO AUGUSTO ., MALAGOLI ROCHA, RAFAEL . Characterization of Sociodemographic and Clinicopathological Features in Brazilian Patients with Vulvar Squamous Cell Carcinoma. Gynecologic and Obstetric Investigation, v. 75, p. 53-60, 2012.
FAP;SOARES, Fernando Augusto ;Baiocchi, Glauco ., GUIMARAES, GUSTAVO CARDOSO ., Faloppa, Carlos Chaves ., Kumagai, Lillian Yuri ., Oliveira, Renato Almeida Rosa ., BEGNAMI, MARIA DIRLEI ., SOARES, FERNANDO AUGUSTO ., Lopes, Ademar . Does Histologic Type Correlate to Outcome after Pelvic Exenteration for Cervical and Vaginal Cancer?. Annals of Surgical Oncology, v. 20, p. 1694-1700, 2012.
FAP;SOARES, Fernando Augusto ;FERREIRA, R. C. ., Cunha, L. L. ., MATOS, P. S. ., ADAM, R. L. ., SOARES, F. ., Vassallo, J. ., Ward, L. S. . Chromatin changes in papillary thyroid carcinomas may predict patient outcome. Cellular Oncology, v. 36, p. 259-264, 2012.
FAP;SOARES, Fernando Augusto ;CÁSSIO ZEQUI, STÊNIO DE ., FREGNANI, JOSÉ HUMBERTO G. T. ., FAVARETTO, RICARDO L. ., COSTA, WALTER H. ., MADEIRA CAMPOS, RODRIGO S. ., FONSECA, FRANCISCO P. ., GUIMARAES, GUSTAVO C. ., SOARES, FERNANDO A. ., Cunha, Isabela W. ., Lopes, Ademar . The impact of immunohistochemical expression of nitric oxide synthases on clinical and pathological features of renal cell carcinoma. World Journal of Urology (Print), v. 31, p. 1197-1203, 2012.
FAP;SOARES, Fernando Augusto ;Antoneli, Célia B.G. ., Ribeiro, Karina B. ., Sredni, Simone T. ., Arias, Victor E.A. ., Andreoli, Maria A. ., de Camargo, Beatriz ., Sobrinho, João S. ., Prado, José C.M. ., SOARES, F. A. ., Villa, Luisa L. . Low prevalence of HPV in Brazilian children with retinoblastoma. Journal of Medical Virology (Print), v. 83, p. 115-118, 2011.
FAP;SOARES, Fernando Augusto ;Faucz, F. R. ., Horvath, A. ., Rothenbuhler, A. ., Almeida, M. Q. ., Libe, R. ., Raffin-Sanson, M.-L. ., Bertherat, J. ., CARRARO, D. M. ., Soares,F.A. ., de Campos Molina, G. ., Campos, A. H. ., Alexandre, R. B. ., Bendhack, M. L. ., Nesterova, M. ., Stratakis, C. A. . Phosphodiesterase 11A (PDE11A) Genetic Variants May Increase Susceptibility to Prostatic Cancer. The Journal of Clinical Endocrinology and Metabolism, v. 96, p. E135-E140, 2011.
FAP;SOARES, Fernando Augusto ;ZERBINI, M C N ., Soares, F A ., VELLOSO, e ., Chaufile, M.D. ., Paes, Roberto Pinto . World Health Organization classification of tumors of hematopoietic and lymphoid tissues, 4th edition, 2008 - major changes from the 3rd edition, 2001. Revista da Associação Médica Brasileira (1992. Impresso), v. 57, p. 63-73, 2011.
FAP;SOARES, Fernando Augusto ;LOGULLO, A. F. ., Stiepcich, Mônica Maria Ágata ., OSÓRIO, Cynthia Aparecida Bueno de Toledo ., Nonogaki, S. ., Pasini F ., Rocha, Rafael Malagoli ., SOARES, F. A. ., BRENTANI, Maria Mitzi . Role of Fos-related antigen 1 in the progression and prognosis of ductal breast carcinoma. Histopathology (Oxford. Print), v. 58, p. 617-625, 2011.
FAP;SOARES, Fernando Augusto ;COUTINHO-CAMILLO, C. M. ., LOURENCO, S. V. ., Fonseca, Francisco P ., SOARES, F. A. . Claudin expression is dysregulated in prostate adenocarcinomas but does not correlate with main clinicopathological parameters.. Pathology (Sydney), v. 43, p. 143-148, 2011.
FAP;SOARES, Fernando Augusto ;Oliveira, L.R. ., OLIVEIRA-COSTA, J. P. ., ARAUJO, IM ., SOAVE, D.F. ., SOARES, F. A. ., ZUCOLOTO, S ., RIBEIRO-SILVA, A. . Cancer stem cell immunophenotypes in oral squamous cell carcinoma. Journal of Oral Pathology & Medicine, v. 40, p. 135-142, 2011.
FAP;SOARES, Fernando Augusto ;NAGAI, Maria Aparecida ., Gerhard, Renê ., Fregnani, José Humberto T. G. ., Nonogaki, Suely ., Rierger, Regina Barbosa ., Netto, Mário Mourão ., Soares, Fernando A. . Prognostic value of NDRG1 and SPARC protein expression in breast cancer patients. Breast Cancer Research and Treatment, v. 126, p. 1-14, 2011.
FAP;SOARES, Fernando Augusto ;Esquiche Leon, J. ., Takahama Junior, A. ., Vassallo, J. ., SOARES, F ., Ajudarte Lopes, M. . EBV-Associated Polymorphic Posttransplant Lymphoproliferative Disorder Presenting as Gingival Ulcers. International Journal of Surgical Pathology, v. 19, p. 241-246, 2011.
FAP;SOARES, Fernando Augusto ;Guimarães, Gustavo Cardoso ., Baiocchi, Glauco ., Ferreira, Fabio Oliveira ., Kumagai, Lillian Yuri ., Fallopa, Carlos Chaves ., Aguiar, Samuel ., ROSSI, Benedito Mauro ., Soares, Fernando Augusto ., Lopes, Ademar . Palliative pelvic exenteration for patients with gynecological malignancies. Archives of Gynecology and Obstetrics (Print), v. 283, p. 1107-1112, 2011.
FAP;SOARES, Fernando Augusto ;Mattar, Andre ., Logullo, Angela Flávia ., Facina, Gil ., Nonogaki, Suely ., Soares, Fernando Augusto ., Gebrim, Luiz Henrique . Short-term anastrozole therapy reduces Ki-67 and progesterone receptor expression in invasive breast cancer: a prospective, placebo-controlled, double-blind trial. Journal of Cancer Research and Clinical Oncology, v. 137, p. 897-905, 2011.
FAP;SOARES, Fernando Augusto ;Rodrigues, M.M.P. ., Rema, A. ., Gärtner, F. ., SOARES, F.A. ., Rogatto, S.R. ., De Mour, V.M.B.D. ., Laufer-Amorim, R. . Overexpression of Vimentin in Canine Prostatic Carcinoma. Journal of Comparative Pathology, v. 144, p. 308-311, 2011.
FAP;SOARES, Fernando Augusto ;da Costa, A. A. B. A. ., Flora, A. C. ., Stroher, M. ., SOARES, F. A. ., de Lima, V. C. C. . Primary Hodgkin's Lymphoma of the Rectum: An Unusual Presentation. Journal of Clinical Oncology, v. 29, p. e268-e270, 2011.
FAP;SOARES, Fernando Augusto ;Moreira, Luciana Regina ., Schenka, André Almeida ., Latuf-Filho, Paulo ., Penná, André Lisboa ., Lima, Carmen S. P. ., Soares, Fernando Augusto ., Trevisan, Miriam Aparecida Silva .,VASSALLO, José . Immunohistochemical analysis of vascular density and area in colorectal carcinoma using different markers and comparison with clinicopathologic prognostic factors. Tumor Biology, v. 32, p. 527-534, 2011.
FAP;SOARES, Fernando Augusto ;Carneiro, José Ronaldo M ., Fuzii, Hellen T ., Kayser, Cristiane ., Alberto, Fernando L ., Soares, Fernando A ., Sato, Emília I ., Andrade, Luís Eduardo C . IL-2, IL-5, TNF-&#945., and IFN-&#947., mRNA expression in epidermal keratinocytes of systemic lupus erythematosus skin lesions. Clinics (USP. Impresso), v. 66, p. 77-82, 2011.
FAP;SOARES, Fernando Augusto ;Coló, Anna EL ., Simoes, Ana CQ ., Carvalho, André L ., Melo, Camila M ., Fahham, Lucas ., Kowalski, Luiz P ., Soares, Fernando A ., Neves, Eduardo J ., Reis, Luiz FL ., Carvalho, Alex F . Functional microarray analysis suggests repressed cell-cell signaling and cell survival-related modules inhibit progression of head and neck squamous cell carcinoma. BMC Medical Genomics, v. 4, p. 33, 2011.
FAP;SOARES, Fernando Augusto ;Carvalho, S.M.T. ., STIEPCICH, M M A ., FREGNANI, J H ., Nonogaki, S. ., Rocha, R M ., Soares,F.A. . Evalution of prognostic factors in stage IIA breast tumors and their correlation with mortality risk. Clinics (USP. Impresso), v. 66, p. 607-612, 2011.
FAP;SOARES, Fernando Augusto ;Kaminagakura, Estela ., Werneck da Cunha, Isabela ., SOARES, F.A. ., Nishimoto, Inês Nobuko ., Kowalski, Luiz Paulo . CCND1 amplification and protein overexpression in oral squamous cell carcinoma of young patients. Head & Neck (Print), v. 33, p. 1413-1419, 2011.
FAP;SOARES, Fernando Augusto ;Guimarães, Gustavo Cardoso ., Rocha, Rafael Malagoli ., Zequi, Stenio Cassio ., Cunha, Isabela Werneck ., Soares, Fernando Augusto . Penile Cancer: Epidemiology and Treatment. CURR ONCOL REP, v. 13, p. 231-239, 2011.
FAP;SOARES, Fernando Augusto ;Ambrosio, Eliane Papa ., Rosa, Fabíola Encinas ., Domingues, Maria Aparecida Custódio ., Villacis, Rolando André Rios ., COUDRY, Renata de Almeida ., Tagliarini, José Vicente ., Soares, Fernando Augusto ., Kowalski, Luiz Paulo ., Rogatto, Silvia Regina . Cortactin is associated with perineural invasion in the deep invasive front area of laryngeal carcinomas. Human Pathology (Print), v. 42, p. 1221-1229, 2011.
FAP;SOARES, Fernando Augusto ;Baiocchi, Glauco ., Cestari, Lourival Augusto ., Macedo, Mariana Petaccia ., Oliveira, Renato Almeida Rosa ., FUKAZAWA, Elza Mieko ., Faloppa, Carlos Chaves ., Kumagai, Lillian Yuri .,Badiglian-Filho, Levon ., Menezes, Ademir Narciso Oliveira ., Cunha, Isabela Werneck ., Soares, Fernando Augusto . Surgical implications of mesenteric lymph node metastasis from advanced ovarian cancer after bowel resection. Journal of Surgical Oncology (Print), v. 104, p. 250-254, 2011.
FAP;SOARES, Fernando Augusto ;Cavicchioli Buim, Marcilei Eliza ., Gurgel, Clarissa Araújo S. ., Gonçalves Ramos, Eduardo Antônio ., Lourenço, Silvia Vanessa ., Soares, Fernando Augusto . Activation of sonic hedgehog signaling in oral squamous cell carcinomas: a preliminary study. Human Pathology (Print), v. 42, p. 1484-1490, 2011.
FAP;SOARES, Fernando Augusto ;Morari, Elaine C. ., Marcello, Marjory A. ., Guilhen, Ana Carolina T. ., Cunha, Lucas L. ., Latuff, Paulo ., Soares, Fernando A. ., VASSALLO, José ., Ward, Laura S. . Use of sodium iodide symporter expression in differentiated thyroid carcinomas. Clinical Endocrinology (Oxford. Print), v. 75, p. 247-254, 2011.
FAP;SOARES, Fernando Augusto ;Macedo, Mariana Petaccia ., Andrade, Louise De Brot ., Coudry, Renata ., Crespo, Rodrigo ., Gomes, Marina ., Lisboa, Bianca Cristina Garcia ., Aguiar, Samuel ., Soares, Fernando Augusto ., CARRARO, Dirce Maria ., Cunha, Isabela Werneck . Multiple mutations in the Kras gene in colorectal cancer: review of the literature with two case reports. International Journal of Colorectal Disease (Print), v. 26, p. 1241-1248, 2011.
FAP;SOARES, Fernando Augusto ;De Mello, Celso A. L. ., De Andrade, Victor P. ., De Lima, Vladmir C. C. ., Carvalho, Andre L. ., Soares, Fernando A. . Prognostic impact of MUM1 expression by immunohistochemistry on primary mediastinal large B-cell lymphoma. Leukemia & Lymphoma (Print), v. 52, p. 1495-1503, 2011.
FAP;SOARES, Fernando Augusto ;Begnami, M. D. ., FUKUDA, E. ., Fregnani, J. H. T. G. ., Nonogaki, S. ., Montagnini, A. L. ., da Costa, W. L. ., SOARES, F. A. . Prognostic Implications of Altered Human Epidermal Growth Factor Receptors (HERs) in Gastric Carcinomas: HER2 and HER3 Are Predictors of Poor Outcome. Journal of Clinical Oncology, v. 29, p. 3030-3036, 2011.
FAP;SOARES, Fernando Augusto ;Coutinho-Camillo, Cláudia Malheiros ., Lourenço, Silvia Vanessa ., Nishimoto, Ines Nobuko ., Kowalski, Luiz Paulo ., Soares, Fernando Augusto . Caspase expression in oral squamous cell carcinoma. Head & Neck (Print), v. 33, p. 1191-1198, 2011.
FAP;SOARES, Fernando Augusto ;Neto, Julio Cirullo ., Carvalho, Katia ., Olivieri, Eloisa ., Carraro, Dirce ., Cunha, Isabela ., VASSALLO, José ., Kagohara, Luciane ., Soares, Fernando ., Rocha, Rafael . Evaluation of O6-methylguanine-DNA methyltransferase by immunohistochemistry: Best clinical and research practices. Pathology, Research and Practice (Print), v. 207, p. 492-497, 2011.
FAP;SOARES, Fernando Augusto ;Carvalho, Kátia C. ., Cunha, Isabela W. ., Rocha, Rafael M. ., Ayala, Fernanda R. ., Cajaíba, Mariana M. ., Begnami, Maria D. ., Vilela, Rafael S. ., Paiva, Geise R. ., Andrade, Rodrigo G. ., Soares, Fernando A. . GLUT1 expression in malignant tumors and its use as an immunodiagnostic marker. Clinics (USP. Impresso), v. 66, p. 965-972, 2011.
